,name,price,address,information,url,brand,image_url,model,store,type,fuel,used_status,used_distance,Giảm xóc - Phuộc,Phanh,Động cơ,Đồng hồ,Khoá,Hệ thống đèn,Hệ thống tự động,Công nghệ kết nối,Khác
249,Piaggio Vespa GTS Super 125,21500000,Tp. Hà Nội,"{""brand"": ""Piaggio"", ""image_url"": ""https://cdn.okxe.vn/products/684/1697684/1697684_139109_IMG_4169_20230615061753_WjPtlQLQ_l_800x800.jpg"", ""model"": ""Vespa"", ""store"": ""Xe máy Thanh Tùng"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh Đĩa"", ""Đồng hồ"": ""Đồng hồ LCD""}",https://api.okxe.vn/products/piaggio-vespa-gts-super-125-1697684,Piaggio,https://cdn.okxe.vn/products/684/1697684/1697684_139109_IMG_4169_20230615061753_WjPtlQLQ_l_800x800.jpg,Vespa,Xe máy Thanh Tùng,1,Gasolin,used,5000,,Phanh Đĩa,,Đồng hồ LCD,,,,,
250,Piaggio Vespa GTS Super 125,21500000,Tp. Hà Nội,"{""brand"": ""Piaggio"", ""image_url"": ""https://cdn.okxe.vn/products/677/1697677/1697677_139109_IMG_3404_20230615061524_JzqN99cM_l_800x800.jpg"", ""model"": ""Vespa"", ""store"": ""Xe máy Thanh Tùng"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh Đĩa"", ""Đồng hồ"": ""Đồng hồ LCD""}",https://api.okxe.vn/products/piaggio-vespa-gts-super-125-1697677,Piaggio,https://cdn.okxe.vn/products/677/1697677/1697677_139109_IMG_3404_20230615061524_JzqN99cM_l_800x800.jpg,Vespa,Xe máy Thanh Tùng,1,Gasolin,used,5000,,Phanh Đĩa,,Đồng hồ LCD,,,,,
251,SYM Elite 50,10500000,Tp. Hà Nội,"{""brand"": ""SYM"", ""image_url"": ""https://cdn.okxe.vn/products/676/1697676/1697676_139109_IMG_E5369_20230615061515_26vx5ORL_l_800x800.jpg"", ""model"": ""Elite"", ""store"": ""Xe máy Thanh Tùng"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh thắng đùm/ tang trống""}",https://api.okxe.vn/products/sym-elite-50-1697676,SYM,https://cdn.okxe.vn/products/676/1697676/1697676_139109_IMG_E5369_20230615061515_26vx5ORL_l_800x800.jpg,Elite,Xe máy Thanh Tùng,1,Gasolin,used,5000,,Phanh thắng đùm/ tang trống,,,,,,,
252,Piaggio Vespa LXV,14500000,Tp. Hà Nội,"{""brand"": ""Piaggio"", ""image_url"": ""https://cdn.okxe.vn/products/680/1697680/1697680_139109_IMG_E2346_20230615061645_wiDtwZgE_l_800x800.jpg"", ""model"": ""Vespa"", ""store"": ""Xe máy Thanh Tùng"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh Đĩa"", ""Đồng hồ"": ""Đồng hồ LCD""}",https://api.okxe.vn/products/piaggio-vespa-lxv-1697680,Piaggio,https://cdn.okxe.vn/products/680/1697680/1697680_139109_IMG_E2346_20230615061645_wiDtwZgE_l_800x800.jpg,Vespa,Xe máy Thanh Tùng,1,Gasolin,used,5000,,Phanh Đĩa,,Đồng hồ LCD,,,,,
253,Suzuki GD 125,16500000,Tp. Hà Nội,"{""brand"": ""Suzuki"", ""image_url"": ""https://cdn.okxe.vn/products/675/1697675/1697675_209408_1._20230615061513_c3okarBF_l_800x800.jpg"", ""model"": ""GD"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh thắng đùm/ tang trống"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI"", ""Khác"": ""Tiết kiệm nhiên liệu""}",https://api.okxe.vn/products/suzuki-gd-125-1697675,Suzuki,https://cdn.okxe.vn/products/675/1697675/1697675_209408_1._20230615061513_c3okarBF_l_800x800.jpg,GD,xe máy PHÚ THỊNH,2,Gasolin,used,5000,,Phanh thắng đùm/ tang trống,Phun xăng điện tử Fi / PGM-FI,,,,,,Tiết kiệm nhiên liệu
254,Honda Air Blade 125 FI,20500000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/674/1697674/1697674_209408_1._20230615061442_BWBbjbKY_l_800x800.jpg"", ""model"": ""Air Blade"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh cơ,Phanh Đĩa"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI"", ""Hệ thống tự động"": ""Hệ thống ngắt động cơ tạm thời - Idling Stop""}",https://api.okxe.vn/products/honda-air-blade-125-fi-1697674,Honda,https://cdn.okxe.vn/products/674/1697674/1697674_209408_1._20230615061442_BWBbjbKY_l_800x800.jpg,Air Blade,xe máy PHÚ THỊNH,1,Gasolin,used,5000,,"Phanh cơ,Phanh Đĩa",Phun xăng điện tử Fi / PGM-FI,,,,Hệ thống ngắt động cơ tạm thời - Idling Stop,,
255,SYM Shark 170,6500000,Tp. Hà Nội,"{""brand"": ""SYM"", ""image_url"": ""https://cdn.okxe.vn/products/669/1697669/1697669_209408_1._20230615061306_IWrwld3E_l_800x800.jpg"", ""model"": ""Shark"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh Đĩa""}",https://api.okxe.vn/products/sym-shark-170-1697669,SYM,https://cdn.okxe.vn/products/669/1697669/1697669_209408_1._20230615061306_IWrwld3E_l_800x800.jpg,Shark,xe máy PHÚ THỊNH,1,Gasolin,used,5000,,Phanh Đĩa,,,,,,,
256,Honda Wave Alpha RS,8500000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/665/1697665/1697665_209408_1._20230615061222_Qq7Uy09j_l_800x800.jpg"", ""model"": ""Wave Alpha"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Giảm xóc - Phuộc"": ""Giảm xóc thủy lực""}",https://api.okxe.vn/products/honda-wave-alpha-rs-1697665,Honda,https://cdn.okxe.vn/products/665/1697665/1697665_209408_1._20230615061222_Qq7Uy09j_l_800x800.jpg,Wave Alpha,xe máy PHÚ THỊNH,2,Gasolin,used,5000,Giảm xóc thủy lực,,,,,,,,
257,Yamaha Exciter 150 RC,21500000,Tp. Hà Nội,"{""brand"": ""Yamaha"", ""image_url"": ""https://cdn.okxe.vn/products/670/1697670/1697670_139109_IMG_E9945_20230615061333_RMuo2GsZ_l_800x800.jpg"", ""model"": ""Exciter"", ""store"": ""Xe máy Thanh Tùng"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000}",https://api.okxe.vn/products/yamaha-exciter-150-rc-1697670,Yamaha,https://cdn.okxe.vn/products/670/1697670/1697670_139109_IMG_E9945_20230615061333_RMuo2GsZ_l_800x800.jpg,Exciter,Xe máy Thanh Tùng,2,Gasolin,used,5000,,,,,,,,,
258,Honda SH 150i,62500000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/673/1697673/1697673_139109_IMG_E0152_20230615061427_KJEGW6oZ_l_800x800.jpg"", ""model"": ""SH"", ""store"": ""Xe máy Thanh Tùng"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI"", ""Đồng hồ"": ""Đồng hồ LCD"", ""Hệ thống tự động"": ""Hệ thống ngắt động cơ tạm thời - Idling Stop""}",https://api.okxe.vn/products/honda-sh-150i-1697673,Honda,https://cdn.okxe.vn/products/673/1697673/1697673_139109_IMG_E0152_20230615061427_KJEGW6oZ_l_800x800.jpg,SH,Xe máy Thanh Tùng,1,Gasolin,used,5000,,,Phun xăng điện tử Fi / PGM-FI,Đồng hồ LCD,,,Hệ thống ngắt động cơ tạm thời - Idling Stop,,
259,Honda Air Blade 110,11500000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/672/1697672/1697672_209408_2._20230615061408_MuFCjJSW_l_800x800.jpg"", ""model"": ""Air Blade"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Giảm xóc - Phuộc"": ""Giảm xóc thủy lực"", ""Phanh"": ""Phanh Đĩa""}",https://api.okxe.vn/products/honda-air-blade-110-1697672,Honda,https://cdn.okxe.vn/products/672/1697672/1697672_209408_2._20230615061408_MuFCjJSW_l_800x800.jpg,Air Blade,xe máy PHÚ THỊNH,1,Gasolin,used,5000,Giảm xóc thủy lực,Phanh Đĩa,,,,,,,
260,Honda Air Blade 125 FI,23500000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/663/1697663/1697663_209408_5._20230615061204_ljy8Or06_l_800x800.jpg"", ""model"": ""Air Blade"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh cơ,Phanh Đĩa"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI"", ""Hệ thống tự động"": ""Hệ thống ngắt động cơ tạm thời - Idling Stop""}",https://api.okxe.vn/products/honda-air-blade-125-fi-1697663,Honda,https://cdn.okxe.vn/products/663/1697663/1697663_209408_5._20230615061204_ljy8Or06_l_800x800.jpg,Air Blade,xe máy PHÚ THỊNH,1,Gasolin,used,5000,,"Phanh cơ,Phanh Đĩa",Phun xăng điện tử Fi / PGM-FI,,,,Hệ thống ngắt động cơ tạm thời - Idling Stop,,
261,Honda SH Mode 125,62500000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/662/1697662/1697662_139109_IMG_3427_20230615061204_lVD80DQZ_l_800x800.jpg"", ""model"": ""SH"", ""store"": ""Xe máy Thanh Tùng"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI"", ""Đồng hồ"": ""Đồng hồ LCD"", ""Hệ thống tự động"": ""Hệ thống ngắt động cơ tạm thời - Idling Stop""}",https://api.okxe.vn/products/honda-sh-mode-125-1697662,Honda,https://cdn.okxe.vn/products/662/1697662/1697662_139109_IMG_3427_20230615061204_lVD80DQZ_l_800x800.jpg,SH,Xe máy Thanh Tùng,1,Gasolin,used,5000,,,Phun xăng điện tử Fi / PGM-FI,Đồng hồ LCD,,,Hệ thống ngắt động cơ tạm thời - Idling Stop,,
262,Honda Rebel 150,21500000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/666/1697666/1697666_139109_IMG_4249_20230615061231_HGEOvjeD_l_800x800.jpg"", ""model"": ""Rebel"", ""store"": ""Xe máy Thanh Tùng"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000}",https://api.okxe.vn/products/honda-rebel-150-1697666,Honda,https://cdn.okxe.vn/products/666/1697666/1697666_139109_IMG_4249_20230615061231_HGEOvjeD_l_800x800.jpg,Rebel,Xe máy Thanh Tùng,2,Gasolin,used,5000,,,,,,,,,
263,Honda Wave Alpha RSX 110 Fi,12500000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/661/1697661/1697661_139109_IMG_E3555_20230615061100_SSEq3eCP_l_800x800.jpg"", ""model"": ""Wave Alpha"", ""store"": ""Xe máy Thanh Tùng"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh thắng đùm/ tang trống,Phanh Đĩa,Phanh động cơ"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI""}",https://api.okxe.vn/products/honda-wave-alpha-rsx-110-fi-1697661,Honda,https://cdn.okxe.vn/products/661/1697661/1697661_139109_IMG_E3555_20230615061100_SSEq3eCP_l_800x800.jpg,Wave Alpha,Xe máy Thanh Tùng,2,Gasolin,used,5000,,"Phanh thắng đùm/ tang trống,Phanh Đĩa,Phanh động cơ",Phun xăng điện tử Fi / PGM-FI,,,,,,
264,GPX Demon X 125,15500000,Tp. Hà Nội,"{""brand"": ""GPX"", ""image_url"": ""https://cdn.okxe.vn/products/660/1697660/1697660_209408_2._20230615061059_IhuWqfZg_l_800x800.jpg"", ""model"": ""Demon"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh Đĩa"", ""Đồng hồ"": ""Đồng hồ LCD"", ""Công nghệ kết nối"": ""USB post""}",https://api.okxe.vn/products/gpx-demon-x-125-1697660,GPX,https://cdn.okxe.vn/products/660/1697660/1697660_209408_2._20230615061059_IhuWqfZg_l_800x800.jpg,Demon,xe máy PHÚ THỊNH,2,Gasolin,used,5000,,Phanh Đĩa,,Đồng hồ LCD,,,,USB post,
265,Piaggio Fly 125,6000000,Tp. Hà Nội,"{""brand"": ""Piaggio"", ""image_url"": ""https://cdn.okxe.vn/products/652/1697652/1697652_209408_4._20230615060846_picfRPbR_l_800x800.jpg"", ""model"": ""Fly"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh Đĩa"", ""Khoá"": ""Khóa chống trộm,Smartkey""}",https://api.okxe.vn/products/piaggio-fly-125-1697652,Piaggio,https://cdn.okxe.vn/products/652/1697652/1697652_209408_4._20230615060846_picfRPbR_l_800x800.jpg,Fly,xe máy PHÚ THỊNH,1,Gasolin,used,5000,,Phanh Đĩa,,,"Khóa chống trộm,Smartkey",,,,
266,Honda Vision 110,18500000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/658/1697658/1697658_209408_2._20230615060958_UQ6BzT6E_l_800x800.jpg"", ""model"": ""Vision"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh thắng đùm/ tang trống,Phanh cơ,Phanh Đĩa"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI"", ""Hệ thống tự động"": ""Hệ thống ngắt động cơ tạm thời - Idling Stop""}",https://api.okxe.vn/products/honda-vision-110-1697658,Honda,https://cdn.okxe.vn/products/658/1697658/1697658_209408_2._20230615060958_UQ6BzT6E_l_800x800.jpg,Vision,xe máy PHÚ THỊNH,1,Gasolin,used,5000,,"Phanh thắng đùm/ tang trống,Phanh cơ,Phanh Đĩa",Phun xăng điện tử Fi / PGM-FI,,,,Hệ thống ngắt động cơ tạm thời - Idling Stop,,
267,Honda PCX 125,21500000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/659/1697659/1697659_139109_IMG_E4198_20230615061041_20ltQ7V3_l_800x800.jpg"", ""model"": ""PCX"", ""store"": ""Xe máy Thanh Tùng"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI"", ""Hệ thống tự động"": ""Hệ thống ngắt động cơ tạm thời - Idling Stop""}",https://api.okxe.vn/products/honda-pcx-125-1697659,Honda,https://cdn.okxe.vn/products/659/1697659/1697659_139109_IMG_E4198_20230615061041_20ltQ7V3_l_800x800.jpg,PCX,Xe máy Thanh Tùng,1,Gasolin,used,5000,,,Phun xăng điện tử Fi / PGM-FI,,,,Hệ thống ngắt động cơ tạm thời - Idling Stop,,
268,Honda Air Blade 110 FI,12500000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/649/1697649/1697649_209408_6._20230615060723_N2Rv7odO_l_800x800.jpg"", ""model"": ""Air Blade"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh Đĩa"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI"", ""Hệ thống tự động"": ""Hệ thống ngắt động cơ tạm thời - Idling Stop""}",https://api.okxe.vn/products/honda-air-blade-110-fi-1697649,Honda,https://cdn.okxe.vn/products/649/1697649/1697649_209408_6._20230615060723_N2Rv7odO_l_800x800.jpg,Air Blade,xe máy PHÚ THỊNH,1,Gasolin,used,5000,,Phanh Đĩa,Phun xăng điện tử Fi / PGM-FI,,,,Hệ thống ngắt động cơ tạm thời - Idling Stop,,
269,Honda Air Blade 110 FI,12500000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/650/1697650/1697650_139109_IMG_E2015_20230615060733_0zxYthWo_l_800x800.jpg"", ""model"": ""Air Blade"", ""store"": ""Xe máy Thanh Tùng"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 10000, ""Phanh"": ""Phanh Đĩa"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI"", ""Hệ thống tự động"": ""Hệ thống ngắt động cơ tạm thời - Idling Stop""}",https://api.okxe.vn/products/honda-air-blade-110-fi-1697650,Honda,https://cdn.okxe.vn/products/650/1697650/1697650_139109_IMG_E2015_20230615060733_0zxYthWo_l_800x800.jpg,Air Blade,Xe máy Thanh Tùng,1,Gasolin,used,10000,,Phanh Đĩa,Phun xăng điện tử Fi / PGM-FI,,,,Hệ thống ngắt động cơ tạm thời - Idling Stop,,
270,Honda SH 150i,45500000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/657/1697657/1697657_209408_3._20230615060951_OoAkjnvz_l_800x800.jpg"", ""model"": ""SH"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI"", ""Đồng hồ"": ""Đồng hồ LCD"", ""Hệ thống tự động"": ""Hệ thống ngắt động cơ tạm thời - Idling Stop""}",https://api.okxe.vn/products/honda-sh-150i-1697657,Honda,https://cdn.okxe.vn/products/657/1697657/1697657_209408_3._20230615060951_OoAkjnvz_l_800x800.jpg,SH,xe máy PHÚ THỊNH,1,Gasolin,used,5000,,,Phun xăng điện tử Fi / PGM-FI,Đồng hồ LCD,,,Hệ thống ngắt động cơ tạm thời - Idling Stop,,
271,Honda LEAD 125 FI,21500000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/655/1697655/1697655_139109_IMG_E5904_20230615060924_YDVYrEBz_l_800x800.jpg"", ""model"": ""LEAD"", ""store"": ""Xe máy Thanh Tùng"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh cơ,Phanh Đĩa"", ""Khoá"": ""Smartkey"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI"", ""Hệ thống tự động"": ""Hệ thống ngắt động cơ tạm thời - Idling Stop""}",https://api.okxe.vn/products/honda-lead-125-fi-1697655,Honda,https://cdn.okxe.vn/products/655/1697655/1697655_139109_IMG_E5904_20230615060924_YDVYrEBz_l_800x800.jpg,LEAD,Xe máy Thanh Tùng,1,Gasolin,used,5000,,"Phanh cơ,Phanh Đĩa",Phun xăng điện tử Fi / PGM-FI,,Smartkey,,Hệ thống ngắt động cơ tạm thời - Idling Stop,,
272,SYM Attila 125,4500000,Tp. Hà Nội,"{""brand"": ""SYM"", ""image_url"": ""https://cdn.okxe.vn/products/647/1697647/1697647_209408_5._20230615060638_aQZfffMO_l_800x800.jpg"", ""model"": ""Attila"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000}",https://api.okxe.vn/products/sym-attila-125-1697647,SYM,https://cdn.okxe.vn/products/647/1697647/1697647_209408_5._20230615060638_aQZfffMO_l_800x800.jpg,Attila,xe máy PHÚ THỊNH,1,Gasolin,used,5000,,,,,,,,,
273,Honda Vision 110,24500000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/642/1697642/1697642_209408_5._20230615060428_hTdzYG4X_l_800x800.jpg"", ""model"": ""Vision"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh thắng đùm/ tang trống,Phanh cơ,Phanh Đĩa"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI"", ""Hệ thống tự động"": ""Hệ thống ngắt động cơ tạm thời - Idling Stop""}",https://api.okxe.vn/products/honda-vision-110-1697642,Honda,https://cdn.okxe.vn/products/642/1697642/1697642_209408_5._20230615060428_hTdzYG4X_l_800x800.jpg,Vision,xe máy PHÚ THỊNH,1,Gasolin,used,5000,,"Phanh thắng đùm/ tang trống,Phanh cơ,Phanh Đĩa",Phun xăng điện tử Fi / PGM-FI,,,,Hệ thống ngắt động cơ tạm thời - Idling Stop,,
274,SYM Star SR 125,13500000,Tp. Hà Nội,"{""brand"": ""SYM"", ""image_url"": ""https://cdn.okxe.vn/products/646/1697646/1697646_209408_4._20230615060534_tPRfMwdb_l_800x800.jpg"", ""model"": ""Star"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh Đĩa"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI""}",https://api.okxe.vn/products/sym-star-sr-125-1697646,SYM,https://cdn.okxe.vn/products/646/1697646/1697646_209408_4._20230615060534_tPRfMwdb_l_800x800.jpg,Star,xe máy PHÚ THỊNH,2,Gasolin,used,5000,,Phanh Đĩa,Phun xăng điện tử Fi / PGM-FI,,,,,,
275,Yamaha Exciter VVA 155,28500000,Tp. Hà Nội,"{""brand"": ""Yamaha"", ""image_url"": ""https://cdn.okxe.vn/products/645/1697645/1697645_209408_3._20230615060516_FGgSxXGa_l_800x800.jpg"", ""model"": ""Exciter"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000}",https://api.okxe.vn/products/yamaha-exciter-vva-155-1697645,Yamaha,https://cdn.okxe.vn/products/645/1697645/1697645_209408_3._20230615060516_FGgSxXGa_l_800x800.jpg,Exciter,xe máy PHÚ THỊNH,2,Gasolin,used,5000,,,,,,,,,
276,Honda Vision 110,11500000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/640/1697640/1697640_209408_IMG20200819182124_20230615060326_rEfQNQvc_l_800x800.jpg"", ""model"": ""Vision"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh thắng đùm/ tang trống,Phanh cơ,Phanh Đĩa"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI"", ""Hệ thống tự động"": ""Hệ thống ngắt động cơ tạm thời - Idling Stop""}",https://api.okxe.vn/products/honda-vision-110-1697640,Honda,https://cdn.okxe.vn/products/640/1697640/1697640_209408_IMG20200819182124_20230615060326_rEfQNQvc_l_800x800.jpg,Vision,xe máy PHÚ THỊNH,1,Gasolin,used,5000,,"Phanh thắng đùm/ tang trống,Phanh cơ,Phanh Đĩa",Phun xăng điện tử Fi / PGM-FI,,,,Hệ thống ngắt động cơ tạm thời - Idling Stop,,
277,Honda PCX 125,21500000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/644/1697644/1697644_139109_IMG_2252_20230615060511_bwWflB84_l_800x800.jpg"", ""model"": ""PCX"", ""store"": ""Xe máy Thanh Tùng"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI"", ""Hệ thống tự động"": ""Hệ thống ngắt động cơ tạm thời - Idling Stop""}",https://api.okxe.vn/products/honda-pcx-125-1697644,Honda,https://cdn.okxe.vn/products/644/1697644/1697644_139109_IMG_2252_20230615060511_bwWflB84_l_800x800.jpg,PCX,Xe máy Thanh Tùng,1,Gasolin,used,5000,,,Phun xăng điện tử Fi / PGM-FI,,,,Hệ thống ngắt động cơ tạm thời - Idling Stop,,
278,Piaggio Fly 125,6500000,Tp. Hà Nội,"{""brand"": ""Piaggio"", ""image_url"": ""https://cdn.okxe.vn/products/639/1697639/1697639_209408_4._20230615060325_tuzsL8wc_l_800x800.jpg"", ""model"": ""Fly"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh Đĩa"", ""Khoá"": ""Khóa chống trộm,Smartkey""}",https://api.okxe.vn/products/piaggio-fly-125-1697639,Piaggio,https://cdn.okxe.vn/products/639/1697639/1697639_209408_4._20230615060325_tuzsL8wc_l_800x800.jpg,Fly,xe máy PHÚ THỊNH,1,Gasolin,used,5000,,Phanh Đĩa,,,"Khóa chống trộm,Smartkey",,,,
279,Honda SH 150i,40500000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/633/1697633/1697633_209408_4._20230615060118_IGj4tysf_l_800x800.jpg"", ""model"": ""SH"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI"", ""Đồng hồ"": ""Đồng hồ LCD"", ""Hệ thống tự động"": ""Hệ thống ngắt động cơ tạm thời - Idling Stop""}",https://api.okxe.vn/products/honda-sh-150i-1697633,Honda,https://cdn.okxe.vn/products/633/1697633/1697633_209408_4._20230615060118_IGj4tysf_l_800x800.jpg,SH,xe máy PHÚ THỊNH,1,Gasolin,used,5000,,,Phun xăng điện tử Fi / PGM-FI,Đồng hồ LCD,,,Hệ thống ngắt động cơ tạm thời - Idling Stop,,
