,name,price,address,information,url,brand,image_url,model,store,type,fuel,used_status,used_distance,Giảm xóc - Phuộc,Phanh,Động cơ,Đồng hồ,Khoá,Hệ thống đèn,Hệ thống tự động,Công nghệ kết nối,Khác
0,Suzuki GSX 150 Bandit,28000000,Tp. Hồ Chí Minh,"{""brand"": ""Suzuki"", ""image_url"": ""https://cdn.okxe.vn/products/848/1689848/1689848-135-img-0134-1-20230612120125-jowcn6ma_l_800x800.jpg"", ""model"": ""GSX"", ""store"": ""Trạm Dịch Vụ Xe Máy TP HCM"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 10600, ""Giảm xóc - Phuộc"": ""Phuộc Showa SFF-CA & monoshock Showa BFRC"", ""Phanh"": ""Phanh Đĩa"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI"", ""Đồng hồ"": ""Đồng hồ LCD""}",https://api.okxe.vn/products/suzuki-gsx-150-brandit-1689848,Suzuki,https://cdn.okxe.vn/products/848/1689848/1689848-135-img-0134-1-20230612120125-jowcn6ma_l_800x800.jpg,GSX,Trạm Dịch Vụ Xe Máy TP HCM,2,Gasolin,used,10600,Phuộc Showa SFF-CA & monoshock Showa BFRC,Phanh Đĩa,Phun xăng điện tử Fi / PGM-FI,Đồng hồ LCD,,,,,
1,Honda Air Blade 160 FI,58000000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/503/1690503/1690503-86-z4371918553306-562cec7504d8ee7ea92f1c217f7a8bf8-20230612034624-kfsyzepx_l_800x800.jpg"", ""model"": ""Air Blade"", ""store"": ""Trạm Dịch Vụ Xe Máy OKXE Hà Nội"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 3000, ""Phanh"": ""Phanh ABS,Phanh Đĩa"", ""Khoá"": ""Smartkey,Khóa chống trộm"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI"", ""Đồng hồ"": ""Đồng hồ điện tử"", ""Hệ thống đèn"": ""Đèn LED"", ""Hệ thống tự động"": ""Hệ thống ngắt động cơ tạm thời - Idling Stop"", ""Công nghệ kết nối"": ""USB post"", ""Khác"": ""Tiết kiệm nhiên liệu,Hiển thị Eco""}",https://api.okxe.vn/products/honda-air-blade-160-fi-1690503,Honda,https://cdn.okxe.vn/products/503/1690503/1690503-86-z4371918553306-562cec7504d8ee7ea92f1c217f7a8bf8-20230612034624-kfsyzepx_l_800x800.jpg,Air Blade,Trạm Dịch Vụ Xe Máy OKXE Hà Nội,1,Gasolin,used,3000,,"Phanh ABS,Phanh Đĩa",Phun xăng điện tử Fi / PGM-FI,Đồng hồ điện tử,"Smartkey,Khóa chống trộm",Đèn LED,Hệ thống ngắt động cơ tạm thời - Idling Stop,USB post,"Tiết kiệm nhiên liệu,Hiển thị Eco"
2,Honda Air Blade 125 FI,35000000,Tp. Hồ Chí Minh,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/241/1683241/1683241-135-1-20230609023502-ma2anzza_l_800x800.jpg"", ""model"": ""Air Blade"", ""store"": ""Trạm Dịch Vụ Xe Máy TP HCM"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 7000, ""Phanh"": ""Phanh cơ,Phanh Đĩa"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI"", ""Hệ thống tự động"": ""Hệ thống ngắt động cơ tạm thời - Idling Stop""}",https://api.okxe.vn/products/honda-air-blade-125-fi-1683241,Honda,https://cdn.okxe.vn/products/241/1683241/1683241-135-1-20230609023502-ma2anzza_l_800x800.jpg,Air Blade,Trạm Dịch Vụ Xe Máy TP HCM,1,Gasolin,used,7000,,"Phanh cơ,Phanh Đĩa",Phun xăng điện tử Fi / PGM-FI,,,,Hệ thống ngắt động cơ tạm thời - Idling Stop,,
3,Honda Air Blade 125 FI,30500000,Tp. Hồ Chí Minh,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/822/1689822/1689822-135-ab-125-bb-1-20230612115241-dbfsxs6q_l_800x800.jpg"", ""model"": ""Air Blade"", ""store"": ""Trạm Dịch Vụ Xe Máy TP HCM"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 60000, ""Phanh"": ""Phanh cơ,Phanh Đĩa"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI"", ""Hệ thống tự động"": ""Hệ thống ngắt động cơ tạm thời - Idling Stop""}",https://api.okxe.vn/products/honda-air-blade-125-fi-1689822,Honda,https://cdn.okxe.vn/products/822/1689822/1689822-135-ab-125-bb-1-20230612115241-dbfsxs6q_l_800x800.jpg,Air Blade,Trạm Dịch Vụ Xe Máy TP HCM,1,Gasolin,used,60000,,"Phanh cơ,Phanh Đĩa",Phun xăng điện tử Fi / PGM-FI,,,,Hệ thống ngắt động cơ tạm thời - Idling Stop,,
4,Honda SH 125i,60000000,Tp. Hồ Chí Minh,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/740/1689740/1689740-135-sh-125-cbs-1-20230612111929-dqbc7411_l_800x800.jpg"", ""model"": ""SH"", ""store"": ""Trạm Dịch Vụ Xe Máy TP HCM"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI"", ""Đồng hồ"": ""Đồng hồ LCD"", ""Hệ thống tự động"": ""Hệ thống ngắt động cơ tạm thời - Idling Stop""}",https://api.okxe.vn/products/honda-sh-125i-1689740,Honda,https://cdn.okxe.vn/products/740/1689740/1689740-135-sh-125-cbs-1-20230612111929-dqbc7411_l_800x800.jpg,SH,Trạm Dịch Vụ Xe Máy TP HCM,1,Gasolin,used,5000,,,Phun xăng điện tử Fi / PGM-FI,Đồng hồ LCD,,,Hệ thống ngắt động cơ tạm thời - Idling Stop,,
5,Honda Wave Alpha 110,7800000,Tp. Hồ Chí Minh,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/39/1698039/1698039_307606_review-0_20230616025606_xDyoPo7f_l_800x800.jpg"", ""model"": ""Wave Alpha"", ""store"": ""Xe Máy Hoàng Phúc"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh cơ"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI""}",https://api.okxe.vn/products/honda-wave-alpha-110-1698039,Honda,https://cdn.okxe.vn/products/39/1698039/1698039_307606_review-0_20230616025606_xDyoPo7f_l_800x800.jpg,Wave Alpha,Xe Máy Hoàng Phúc,2,Gasolin,used,5000,,Phanh cơ,Phun xăng điện tử Fi / PGM-FI,,,,,,
6,Honda Wave Alpha 110,7800000,Tp. Hồ Chí Minh,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/38/1698038/1698038_307606_review-0_20230616025438_UREbsGOK_l_800x800.jpg"", ""model"": ""Wave Alpha"", ""store"": ""Xe Máy Hoàng Phúc"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 10000, ""Phanh"": ""Phanh cơ"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI""}",https://api.okxe.vn/products/honda-wave-alpha-110-1698038,Honda,https://cdn.okxe.vn/products/38/1698038/1698038_307606_review-0_20230616025438_UREbsGOK_l_800x800.jpg,Wave Alpha,Xe Máy Hoàng Phúc,2,Gasolin,used,10000,,Phanh cơ,Phun xăng điện tử Fi / PGM-FI,,,,,,
7,Honda SH 150i,92000000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/627/1683627/1683627-86-z4417944908845-7c70e1de1519072a5616d811bc3fed8b-20230609042859-7227azpa_l_800x800.jpg"", ""model"": ""SH"", ""store"": ""Trạm Dịch Vụ Xe Máy OKXE Hà Nội"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 12320, ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI"", ""Đồng hồ"": ""Đồng hồ LCD"", ""Hệ thống tự động"": ""Hệ thống ngắt động cơ tạm thời - Idling Stop""}",https://api.okxe.vn/products/honda-sh-150i-1683627,Honda,https://cdn.okxe.vn/products/627/1683627/1683627-86-z4417944908845-7c70e1de1519072a5616d811bc3fed8b-20230609042859-7227azpa_l_800x800.jpg,SH,Trạm Dịch Vụ Xe Máy OKXE Hà Nội,1,Gasolin,used,12320,,,Phun xăng điện tử Fi / PGM-FI,Đồng hồ LCD,,,Hệ thống ngắt động cơ tạm thời - Idling Stop,,
8,Honda Wave Alpha 110,7800000,Tp. Hồ Chí Minh,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/37/1698037/1698037_307606_review-0_20230616025257_9zCs1A34_l_800x800.jpg"", ""model"": ""Wave Alpha"", ""store"": ""Xe Máy Hoàng Phúc"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 10000, ""Phanh"": ""Phanh cơ"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI""}",https://api.okxe.vn/products/honda-wave-alpha-110-1698037,Honda,https://cdn.okxe.vn/products/37/1698037/1698037_307606_review-0_20230616025257_9zCs1A34_l_800x800.jpg,Wave Alpha,Xe Máy Hoàng Phúc,2,Gasolin,used,10000,,Phanh cơ,Phun xăng điện tử Fi / PGM-FI,,,,,,
9,Honda Wave Alpha 110,8200000,Tp. Hồ Chí Minh,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/36/1698036/1698036_307606_review-0_20230616025115_z5w2mSER_l_800x800.jpg"", ""model"": ""Wave Alpha"", ""store"": ""Xe Máy Hoàng Phúc"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 10000, ""Phanh"": ""Phanh cơ"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI""}",https://api.okxe.vn/products/honda-wave-alpha-110-1698036,Honda,https://cdn.okxe.vn/products/36/1698036/1698036_307606_review-0_20230616025115_z5w2mSER_l_800x800.jpg,Wave Alpha,Xe Máy Hoàng Phúc,2,Gasolin,used,10000,,Phanh cơ,Phun xăng điện tử Fi / PGM-FI,,,,,,
10,Yamaha Sirius 110,7500000,Tp. Hà Nội,"{""brand"": ""Yamaha"", ""image_url"": ""https://cdn.okxe.vn/products/21/1698021/1698021_209408_5._20230615093641_q0jsTFA9_l_800x800.jpg"", ""model"": ""Sirius"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000}",https://api.okxe.vn/products/yamaha-sirius-110-1698021,Yamaha,https://cdn.okxe.vn/products/21/1698021/1698021_209408_5._20230615093641_q0jsTFA9_l_800x800.jpg,Sirius,xe máy PHÚ THỊNH,2,Gasolin,used,5000,,,,,,,,,
11,Honda Air Blade 125 FI,22500000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/18/1698018/1698018_209408_5._20230615093118_iKE8Oo9N_l_800x800.jpg"", ""model"": ""Air Blade"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh cơ,Phanh Đĩa"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI"", ""Hệ thống tự động"": ""Hệ thống ngắt động cơ tạm thời - Idling Stop""}",https://api.okxe.vn/products/honda-air-blade-125-fi-1698018,Honda,https://cdn.okxe.vn/products/18/1698018/1698018_209408_5._20230615093118_iKE8Oo9N_l_800x800.jpg,Air Blade,xe máy PHÚ THỊNH,1,Gasolin,used,5000,,"Phanh cơ,Phanh Đĩa",Phun xăng điện tử Fi / PGM-FI,,,,Hệ thống ngắt động cơ tạm thời - Idling Stop,,
12,Piaggio Liberty 125,13000000,Tp. Hà Nội,"{""brand"": ""Piaggio"", ""image_url"": ""https://cdn.okxe.vn/products/24/1698024/1698024_209408_7._20230615094157_nbNQIfw3_l_800x800.jpg"", ""model"": ""Liberty"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Giảm xóc - Phuộc"": ""Phuộc Bottom-link Uni-Trak"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI""}",https://api.okxe.vn/products/piaggio-liberty-125-1698024,Piaggio,https://cdn.okxe.vn/products/24/1698024/1698024_209408_7._20230615094157_nbNQIfw3_l_800x800.jpg,Liberty,xe máy PHÚ THỊNH,1,Gasolin,used,5000,Phuộc Bottom-link Uni-Trak,,Phun xăng điện tử Fi / PGM-FI,,,,,,
13,Honda Wave Alpha 110,8200000,Tp. Hồ Chí Minh,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/35/1698035/1698035_307606_review-0_20230616024910_8EQP4ajB_l_800x800.jpg"", ""model"": ""Wave Alpha"", ""store"": ""Xe Máy Hoàng Phúc"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 10000, ""Phanh"": ""Phanh cơ"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI""}",https://api.okxe.vn/products/honda-wave-alpha-110-1698035,Honda,https://cdn.okxe.vn/products/35/1698035/1698035_307606_review-0_20230616024910_8EQP4ajB_l_800x800.jpg,Wave Alpha,Xe Máy Hoàng Phúc,2,Gasolin,used,10000,,Phanh cơ,Phun xăng điện tử Fi / PGM-FI,,,,,,
14,KTM Duke 200,28000000,Tp. Hà Nội,"{""brand"": ""KTM"", ""image_url"": ""https://cdn.okxe.vn/products/22/1698022/1698022_209408_5._20230615093933_eGLEYtk8_l_800x800.jpg"", ""model"": ""Duke"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000}",https://api.okxe.vn/products/ktm-duke-200-1698022,KTM,https://cdn.okxe.vn/products/22/1698022/1698022_209408_5._20230615093933_eGLEYtk8_l_800x800.jpg,Duke,xe máy PHÚ THỊNH,2,Gasolin,used,5000,,,,,,,,,
15,Honda Wave Alpha RSX,8500000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/19/1698019/1698019_209408_1._20230615093407_sXZbhdAK_l_800x800.jpg"", ""model"": ""Wave Alpha"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Giảm xóc - Phuộc"": ""Giảm xóc thủy lực"", ""Phanh"": ""Phanh Đĩa"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI""}",https://api.okxe.vn/products/honda-wave-alpha-rsx-1698019,Honda,https://cdn.okxe.vn/products/19/1698019/1698019_209408_1._20230615093407_sXZbhdAK_l_800x800.jpg,Wave Alpha,xe máy PHÚ THỊNH,2,Gasolin,used,5000,Giảm xóc thủy lực,Phanh Đĩa,Phun xăng điện tử Fi / PGM-FI,,,,,,
16,Yamaha Exciter 135,14500000,Tp. Hà Nội,"{""brand"": ""Yamaha"", ""image_url"": ""https://cdn.okxe.vn/products/17/1698017/1698017_209408_2._20230615092812_ZdS3QE8W_l_800x800.jpg"", ""model"": ""Exciter"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000}",https://api.okxe.vn/products/yamaha-exciter-135-1698017,Yamaha,https://cdn.okxe.vn/products/17/1698017/1698017_209408_2._20230615092812_ZdS3QE8W_l_800x800.jpg,Exciter,xe máy PHÚ THỊNH,2,Gasolin,used,5000,,,,,,,,,
17,Honda Vision 110,25000000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/16/1698016/1698016_209408_5._20230615092454_4CwFSLBA_l_800x800.jpg"", ""model"": ""Vision"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh thắng đùm/ tang trống,Phanh cơ,Phanh Đĩa"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI"", ""Hệ thống tự động"": ""Hệ thống ngắt động cơ tạm thời - Idling Stop""}",https://api.okxe.vn/products/honda-vision-110-1698016,Honda,https://cdn.okxe.vn/products/16/1698016/1698016_209408_5._20230615092454_4CwFSLBA_l_800x800.jpg,Vision,xe máy PHÚ THỊNH,1,Gasolin,used,5000,,"Phanh thắng đùm/ tang trống,Phanh cơ,Phanh Đĩa",Phun xăng điện tử Fi / PGM-FI,,,,Hệ thống ngắt động cơ tạm thời - Idling Stop,,
18,Piaggio Vespa LX,12000000,Tp. Hà Nội,"{""brand"": ""Piaggio"", ""image_url"": ""https://cdn.okxe.vn/products/6/1698006/1698006_209408_2._20230615085755_4jd16qsq_l_800x800.jpg"", ""model"": ""Vespa"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Giảm xóc - Phuộc"": ""Phuộc Bottom-link Uni-Trak"", ""Phanh"": ""Phanh Đĩa"", ""Đồng hồ"": ""Đồng hồ LCD""}",https://api.okxe.vn/products/piaggio-vespa-lx-1698006,Piaggio,https://cdn.okxe.vn/products/6/1698006/1698006_209408_2._20230615085755_4jd16qsq_l_800x800.jpg,Vespa,xe máy PHÚ THỊNH,1,Gasolin,used,5000,Phuộc Bottom-link Uni-Trak,Phanh Đĩa,,Đồng hồ LCD,,,,,
19,Honda Air Blade 125 FI,23500000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/10/1698010/1698010_209408_2._20230615090544_slbeZDfg_l_800x800.jpg"", ""model"": ""Air Blade"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh cơ,Phanh Đĩa"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI"", ""Hệ thống tự động"": ""Hệ thống ngắt động cơ tạm thời - Idling Stop""}",https://api.okxe.vn/products/honda-air-blade-125-fi-1698010,Honda,https://cdn.okxe.vn/products/10/1698010/1698010_209408_2._20230615090544_slbeZDfg_l_800x800.jpg,Air Blade,xe máy PHÚ THỊNH,1,Gasolin,used,5000,,"Phanh cơ,Phanh Đĩa",Phun xăng điện tử Fi / PGM-FI,,,,Hệ thống ngắt động cơ tạm thời - Idling Stop,,
20,Honda Click 125i,9000000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/8/1698008/1698008_209408_3._20230615090025_UQYY6Agg_l_800x800.jpg"", ""model"": ""Click"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 30000, ""Phanh"": ""Phanh thắng đùm/ tang trống,Phanh Đĩa"", ""Hệ thống tự động"": ""Hệ thống ngắt động cơ tạm thời - Idling Stop""}",https://api.okxe.vn/products/honda-click-125i-1698008,Honda,https://cdn.okxe.vn/products/8/1698008/1698008_209408_3._20230615090025_UQYY6Agg_l_800x800.jpg,Click,xe máy PHÚ THỊNH,1,Gasolin,used,30000,,"Phanh thắng đùm/ tang trống,Phanh Đĩa",,,,,Hệ thống ngắt động cơ tạm thời - Idling Stop,,
21,Honda Click 125i,8500000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/3/1698003/1698003_209408_5._20230615084534_SIIbg1Ma_l_800x800.jpg"", ""model"": ""Click"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh thắng đùm/ tang trống,Phanh Đĩa"", ""Hệ thống tự động"": ""Hệ thống ngắt động cơ tạm thời - Idling Stop""}",https://api.okxe.vn/products/honda-click-125i-1698003,Honda,https://cdn.okxe.vn/products/3/1698003/1698003_209408_5._20230615084534_SIIbg1Ma_l_800x800.jpg,Click,xe máy PHÚ THỊNH,1,Gasolin,used,5000,,"Phanh thắng đùm/ tang trống,Phanh Đĩa",,,,,Hệ thống ngắt động cơ tạm thời - Idling Stop,,
22,Honda Air Blade 125 FI,24500000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": null, ""model"": ""Air Blade"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh cơ,Phanh Đĩa"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI"", ""Hệ thống tự động"": ""Hệ thống ngắt động cơ tạm thời - Idling Stop""}",https://api.okxe.vn/products/honda-air-blade-125-fi-1698000,Honda,,Air Blade,xe máy PHÚ THỊNH,1,Gasolin,used,5000,,"Phanh cơ,Phanh Đĩa",Phun xăng điện tử Fi / PGM-FI,,,,Hệ thống ngắt động cơ tạm thời - Idling Stop,,
23,Honda Vision 110,26000000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/9/1698009/1698009_209408_2._20230615090251_45jV4nA0_l_800x800.jpg"", ""model"": ""Vision"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh thắng đùm/ tang trống,Phanh cơ,Phanh Đĩa"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI"", ""Hệ thống tự động"": ""Hệ thống ngắt động cơ tạm thời - Idling Stop""}",https://api.okxe.vn/products/honda-vision-110-1698009,Honda,https://cdn.okxe.vn/products/9/1698009/1698009_209408_2._20230615090251_45jV4nA0_l_800x800.jpg,Vision,xe máy PHÚ THỊNH,1,Gasolin,used,5000,,"Phanh thắng đùm/ tang trống,Phanh cơ,Phanh Đĩa",Phun xăng điện tử Fi / PGM-FI,,,,Hệ thống ngắt động cơ tạm thời - Idling Stop,,
24,Honda Wave Alpha 100,10500000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/13/1698013/1698013_209408_4._20230615092025_Lnv6g7nr_l_800x800.jpg"", ""model"": ""Wave Alpha"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh thắng đùm/ tang trống""}",https://api.okxe.vn/products/honda-wave-alpha-100-1698013,Honda,https://cdn.okxe.vn/products/13/1698013/1698013_209408_4._20230615092025_Lnv6g7nr_l_800x800.jpg,Wave Alpha,xe máy PHÚ THỊNH,2,Gasolin,used,5000,,Phanh thắng đùm/ tang trống,,,,,,,
25,Honda SH 150i,65000000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/2/1698002/1698002_209408_6._20230615084531_MGeyuDIl_l_800x800.jpg"", ""model"": ""SH"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI"", ""Đồng hồ"": ""Đồng hồ LCD"", ""Hệ thống tự động"": ""Hệ thống ngắt động cơ tạm thời - Idling Stop""}",https://api.okxe.vn/products/honda-sh-150i-1698002,Honda,https://cdn.okxe.vn/products/2/1698002/1698002_209408_6._20230615084531_MGeyuDIl_l_800x800.jpg,SH,xe máy PHÚ THỊNH,1,Gasolin,used,5000,,,Phun xăng điện tử Fi / PGM-FI,Đồng hồ LCD,,,Hệ thống ngắt động cơ tạm thời - Idling Stop,,
26,Piaggio Liberty 125,26000000,Tp. Hà Nội,"{""brand"": ""Piaggio"", ""image_url"": ""https://cdn.okxe.vn/products/329/1657329/1657329-86-z4350034064319-017-d425b25812012a38f9a88fdf0c93cb13-20230530112537-urakzfca_l_800x800.jpg"", ""model"": ""Liberty"", ""store"": ""Trạm Dịch Vụ Xe Máy OKXE Hà Nội"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 20000, ""Giảm xóc - Phuộc"": ""Phuộc Bottom-link Uni-Trak"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI""}",https://api.okxe.vn/products/piaggio-liberty-125-1657329,Piaggio,https://cdn.okxe.vn/products/329/1657329/1657329-86-z4350034064319-017-d425b25812012a38f9a88fdf0c93cb13-20230530112537-urakzfca_l_800x800.jpg,Liberty,Trạm Dịch Vụ Xe Máy OKXE Hà Nội,1,Gasolin,used,20000,Phuộc Bottom-link Uni-Trak,,Phun xăng điện tử Fi / PGM-FI,,,,,,
27,Piaggio Vespa LX,14500000,Tp. Hà Nội,"{""brand"": ""Piaggio"", ""image_url"": ""https://cdn.okxe.vn/products/310/1657310/1657310-86-z4350034064319-007-2bc6fdf29c11490cd1bceb4d4791ddce-20230530112126-ixlfk96o_l_800x800.jpg"", ""model"": ""Vespa"", ""store"": ""Trạm Dịch Vụ Xe Máy OKXE Hà Nội"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 8437, ""Giảm xóc - Phuộc"": ""Phuộc Bottom-link Uni-Trak"", ""Phanh"": ""Phanh Đĩa"", ""Đồng hồ"": ""Đồng hồ LCD""}",https://api.okxe.vn/products/piaggio-vespa-lx-1657310,Piaggio,https://cdn.okxe.vn/products/310/1657310/1657310-86-z4350034064319-007-2bc6fdf29c11490cd1bceb4d4791ddce-20230530112126-ixlfk96o_l_800x800.jpg,Vespa,Trạm Dịch Vụ Xe Máy OKXE Hà Nội,1,Gasolin,used,8437,Phuộc Bottom-link Uni-Trak,Phanh Đĩa,,Đồng hồ LCD,,,,,
28,Piaggio Liberty 125,18500000,Tp. Hà Nội,"{""brand"": ""Piaggio"", ""image_url"": ""https://cdn.okxe.vn/products/290/1657290/1657290-86-z4350034064319-027-d8eace7dad5202f4d121badec85b54ef-20230530111543-54vudgok_l_800x800.jpg"", ""model"": ""Liberty"", ""store"": ""Trạm Dịch Vụ Xe Máy OKXE Hà Nội"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 30994, ""Giảm xóc - Phuộc"": ""Phuộc Bottom-link Uni-Trak"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI""}",https://api.okxe.vn/products/piaggio-liberty-125-1657290,Piaggio,https://cdn.okxe.vn/products/290/1657290/1657290-86-z4350034064319-027-d8eace7dad5202f4d121badec85b54ef-20230530111543-54vudgok_l_800x800.jpg,Liberty,Trạm Dịch Vụ Xe Máy OKXE Hà Nội,1,Gasolin,used,30994,Phuộc Bottom-link Uni-Trak,,Phun xăng điện tử Fi / PGM-FI,,,,,,
